"fan_count","followers_count","page_impressions_day","page_impressions_week","page_impressions_days_28","page_impressions_paid_day","page_impressions_paid_week","page_impressions_paid_days_28","page_impressions_viral_day","page_impressions_viral_week","page_impressions_viral_days_28","page_impressions_unique_day","page_impressions_unique_week","page_impressions_unique_days_28","page_total_actions_day","page_total_actions_week","page_total_actions_days_28","page_fan_adds_day","page_fan_adds_week","page_fan_adds_days_28","page_fan_removes_day","page_fan_removes_week","page_fan_removes_days_28","page_views_total_day","page_views_total_week","page_views_total_days_28","page_video_views_day","page_video_views_week","page_video_views_days_28"
"137","151","15","110","174","0","0","0","10","40","77","9","46","74","0","0","0","0","0","0","0","0","0","0","6","41","4","28","32"
